StimNum,Key,KeyNum,Symb,Symb_R,Symb_G,X_pos,Y_pos,Hand,Sound_P,Sound_N,Beep,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Hand_Bool.thisRepN,RT_Hand_Bool.thisTrialN,RT_Hand_Bool.thisN,RT_Hand_Bool.thisIndex,TR_Hand_Bool.thisRepN,TR_Hand_Bool.thisTrialN,TR_Hand_Bool.thisN,TR_Hand_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,TR_Old_Pre_Bool.thisRepN,TR_Old_Pre_Bool.thisTrialN,TR_Old_Pre_Bool.thisN,TR_Old_Pre_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,TR_Old_Post_Bool.thisRepN,TR_Old_Post_Bool.thisTrialN,TR_Old_Post_Bool.thisN,TR_Old_Post_Bool.thisIndex,CR_New_Bool.thisRepN,CR_New_Bool.thisTrialN,CR_New_Bool.thisN,CR_New_Bool.thisIndex,CR_Grp_Stop_Bool.thisRepN,CR_Grp_Stop_Bool.thisTrialN,CR_Grp_Stop_Bool.thisN,CR_Grp_Stop_Bool.thisIndex,CR_New_Iter_Stop.thisRepN,CR_New_Iter_Stop.thisTrialN,CR_New_Iter_Stop.thisN,CR_New_Iter_Stop.thisIndex,CR_Grp_Swap_Bool.thisRepN,CR_Grp_Swap_Bool.thisTrialN,CR_Grp_Swap_Bool.thisN,CR_Grp_Swap_Bool.thisIndex,TR_New_Bool.thisRepN,TR_New_Bool.thisTrialN,TR_New_Bool.thisN,TR_New_Bool.thisIndex,TR_New_Block_Swap.thisRepN,TR_New_Block_Swap.thisTrialN,TR_New_Block_Swap.thisN,TR_New_Block_Swap.thisIndex,TR_New_Block_Stop.thisRepN,TR_New_Block_Stop.thisTrialN,TR_New_Block_Stop.thisN,TR_New_Block_Stop.thisIndex,TR_Iter_New_Stop.thisRepN,TR_Iter_New_Stop.thisTrialN,TR_Iter_New_Stop.thisN,TR_Iter_New_Stop.thisIndex,TR_Feedback_New_Stop_Bool.thisRepN,TR_Feedback_New_Stop_Bool.thisTrialN,TR_Feedback_New_Stop_Bool.thisN,TR_Feedback_New_Stop_Bool.thisIndex,TR_Penalty_New_Stop_Bool.thisRepN,TR_Penalty_New_Stop_Bool.thisTrialN,TR_Penalty_New_Stop_Bool.thisN,TR_Penalty_New_Stop_Bool.thisIndex,symb_map,symb_remap,Remap_Pair_1,Remap_Pair_2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_CR_New_Text.started,Instr_CR_New_Text.stopped,Instr_CR_New_Press.keys,Instr_CR_New_Press.rt,Instr_CR_New_Press.started,Instr_CR_New_Press.stopped,Pre_Trial_Rec_Frame.started,Pre_Trial_Rec_Frame.stopped,stim_val,proposed_choice,key_num,stim_type,key,block_type,remap,repeat_count,trial_Count,grp_stop,grp_swap,block_num,prep_time,session,actual_press,rt,actual_choice,correct,RT_Rec_Frame_Stop.started,RT_Rec_Frame_Stop.stopped,RT_Stim_Image_Stop.started,RT_Stim_Image_Stop.stopped,RT_Press_Stop.keys,RT_Press_Stop.corr,RT_Press_Stop.started,RT_Press_Stop.stopped,CR_Feedback_Coin_Old.started,CR_Feedback_Coin_Old.stopped,RT_Rec_Frame_Feedback.started,RT_Rec_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,RT_Press_Stop.rt,Instr_TR_Old_Post_text_3.started,Instr_TR_Old_Post_text_3.stopped,Instr_TR_Old_Post_Press_3.keys,Instr_TR_Old_Post_Press_3.rt,Instr_TR_Old_Post_Press_3.started,Instr_TR_Old_Post_Press_3.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_Beep_Stop.started,TR_Beep_Stop.stopped,TR_Rec_Frame_Stop.started,TR_Rec_Frame_Stop.stopped,TR_Stim_Image_Stop.started,TR_Stim_Image_Stop.stopped,TR_Press_Stop.keys,TR_Press_Stop.corr,TR_Press_Stop.started,TR_Press_Stop.stopped,TR_Feedback_Coin.started,TR_Feedback_Coin.stopped,Tr_Rec_Frame_Feedback.started,Tr_Rec_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Press_Stop.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.940924900001846,None,media/dmnb.png,7,3,Symb,l,CR,1,0,5,1,0,1,99,3,a,99,8,1,45.154639799991855,47.14653460000409,45.154639799991855,None,None,0,45.154639799991855,None,47.195926690005585,None,47.19997109999531,47.51395480000065,47.19997109999531,47.51395480000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.658468800014816,None,media/dmnb.png,7,3,Symb,l,CR,1,0,6,1,0,1,99,3,a,99,8,1,47.88397900000564,49.87960839999141,47.88397900000564,None,None,0,47.88397900000564,None,49.91253645999241,None,49.91842750000069,50.229752300016116,49.91842750000069,50.229752300016116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.374978100007866,None,media/ddnb.png,5,1,Symb,u,CR,1,0,7,1,0,1,99,3,a,99,8,0,50.58355969999684,52.57979069999419,50.58355969999684,None,None,0,50.58355969999684,None,52.62918278999569,None,52.629935400007525,None,52.629935400007525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.66975430000457,None,media/ddnb.png,5,1,Symb,u,CR,1,1,7,1,0,1,99,3,u,0.36320510000223294,1,1,53.892164299992146,None,53.892164299992146,None,u,1,53.892164299992146,None,54.312051190002244,None,54.31169610001962,54.61313099999097,54.31169610001962,54.61313099999097,0.36320510000223294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.790685200016014,None,media/dgnb.png,3,3,Symb,l,CR,1,0,8,1,0,1,99,3,l,0.9694636999920476,3,1,54.99805570000899,None,54.99805570000899,None,l,1,54.99805570000899,None,56.02899839001184,None,56.02459960000124,56.32970000000205,56.02459960000124,56.32970000000205,0.9694636999920476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.49093970001559,None,media/ddnb.png,5,1,Symb,u,CR,1,0,9,1,0,1,99,3,u,0.9634176999970805,1,1,56.7083430000057,None,56.7083430000057,None,u,1,56.7083430000057,None,57.72942139001389,None,57.735321999993175,58.0470573999919,57.735321999993175,58.0470573999919,0.9634176999970805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.19930300000124,None,media/dfnb.png,6,2,Symb,i,CR,1,0,10,1,0,1,99,3,a,99,8,1,58.430009400006384,None,58.430009400006384,None,None,0,58.430009400006384,None,60.46262739001832,None,60.455823500000406,60.7631865000003,60.455823500000406,60.7631865000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.945036100019934,None,media/dgnb.png,3,3,Symb,l,CR,1,0,11,1,0,1,99,3,l,0.9260762000048999,3,1,61.17039390001446,None,61.17039390001446,None,l,1,61.17039390001446,None,62.16291422001668,None,62.16134520000196,62.46346960001392,62.16134520000196,62.46346960001392,0.9260762000048999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.63716410001507,None,media/dnnb.png,1,1,Symb,u,CR,1,0,12,1,0,1,99,3,i,1.5711645999981556,2,0,62.86068489999161,None,62.86068489999161,None,i,0,62.86068489999161,None,64.49651411999947,None,64.49176840001019,None,64.49176840001019,None,1.5711645999981556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.53992740000831,None,media/dnnb.png,1,1,Symb,u,CR,1,1,12,1,0,1,99,3,a,99,8,1,65.76218510000035,67.74614010000369,65.76218510000035,None,None,0,65.76218510000035,None,67.79553219000518,None,67.78605100000277,68.09627710000495,67.78605100000277,68.09627710000495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.25247010000749,None,media/dcnb.png,4,0,Symb,h,CR,1,0,13,1,0,1,99,3,a,99,8,1,68.46624470001552,70.46376939999755,68.46624470001552,None,None,0,68.46624470001552,None,70.51316148999904,None,70.5066604000167,70.81379539999762,70.5066604000167,70.81379539999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.98140360001707,None,media/dnnb.png,1,1,Symb,u,CR,1,0,14,1,0,1,99,3,a,99,8,1,71.21742679999443,73.21326409999165,71.21742679999443,None,None,0,71.21742679999443,None,73.26265618999314,None,73.25332990000607,73.56312840001192,73.25332990000607,73.56312840001192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,74.71510339999804,None,media/dcnb.png,7,3,Symb,l,TR,1,0,0,1,0,1,0.8218285737207265,3,a,99,8,1,,,,,,,,,,,,,,,,73.76092359999893,None,h,0.5509779999847524,73.76092359999893,None,74.34275800001342,None,h,0.34509999997681007,74.34275800001342,None,74.93080882999638,None,74.93394320001244,76.42980070001795,75.41519480000716,76.42980070001795,None,0,74.93394320001244,None,76.44626473001844,None,76.45023899999796,76.76318720000563,76.45023899999796,76.76318720000563,76.45023899999796,76.76318720000563,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,76.86472090001917,None,media/dnnb.png,2,2,Symb,i,TR,1,0,1,1,0,1,1.1692248112536123,3,a,99,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.08136593001254,None,77.08399840001948,78.58023419999518,77.21379650000017,78.58023419999518,None,0,77.08399840001948,78.59705360000953,78.61351763001002,None,78.61647310000262,78.93049900000915,78.61647310000262,78.93049900000915,78.61647310000262,78.93049900000915,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,79.04740680000396,None,media/dmnb.png,4,0,Symb,h,TR,1,0,2,1,0,1,0.7829809774192565,3,h,1.3609264999977313,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.24701393000723,None,79.246661400015,80.73048339999514,79.74867319999612,80.73048339999514,h,1,79.246661400015,80.74744239999563,80.78037045999662,None,80.78735990001587,81.09743389999494,80.78735990001587,81.09743389999494,80.78735990001587,81.09743389999494,1.3609264999977313,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,81.2299900999933,None,media/dfnb.png,6,2,Symb,i,TR,1,0,3,1,0,1,0.0980719941109749,3,a,99,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.43076853000966,None,81.43312810000498,82.93061159999343,82.63052400000743,82.93061159999343,None,0,81.43312810000498,None,82.96353965999441,None,82.96545560000231,83.27989830001025,82.96545560000231,83.27989830001025,82.96545560000231,83.27989830001025,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,83.39865700001246,None,media/dgnb.png,3,3,Symb,l,TR,1,0,4,1,0,1,0.0103361372791854,3,i,1.4371733000152744,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.59811323000176,None,83.60224969999399,85.0967212000105,84.88041750001139,85.0967212000105,i,0,83.60224969999399,None,85.113185230011,None,85.11335980001604,85.41345739999088,85.11335980001604,85.41345739999088,85.11335980001604,85.41345739999088,1.4371733000152744,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,85.54781370001729,None,media/dfnb.png,6,2,Symb,i,TR,1,0,5,1,0,1,1.0453695379534755,3,u,1.3963226999912877,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.76319363001093,None,85.7634653999994,87.24766439999803,85.99642979999771,87.24766439999803,u,0,85.7634653999994,87.26427330001025,87.28073733001074,None,87.29789390001679,87.59863039999618,87.29789390001679,87.59863039999618,87.29789390001679,87.59863039999618,1.3963226999912877,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,87.71434340000269,None,media/ddnb.png,5,1,Symb,u,TR,1,0,6,1,0,1,0.8936226686980867,3,a,99,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91429103000846,None,87.91740130001563,89.41378269999404,88.31329200000619,89.41378269999404,None,0,87.91740130001563,89.43040440001641,89.4468684300169,None,89.44796019999194,89.76312909999979,89.44796019999194,89.76312909999979,89.44796019999194,89.76312909999979,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,89.86323270000867,None,media/djnb.png,0,0,Symb,h,TR,1,0,7,1,0,1,0.6369483325282236,3,h,1.3925580000213813,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.06324473001004,None,90.06319760001497,91.54755069999374,90.71457949999603,91.54755069999374,h,1,90.06319760001497,None,91.56401472999423,None,91.5669056000188,91.88049730000785,91.5669056000188,91.88049730000785,91.5669056000188,91.88049730000785,1.3925580000213813,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,92.86382220001542,None,media/dnnb.png,2,2,Symb,i,TR,1,0,0,1,0,2,0.08754657984492913,3,a,99,8,1,,,,,,,,,,,,,,,,,,,,,,92.00429360000999,None,h,0.8435251000046264,92.00429360000999,None,93.06322513000632,None,93.06318850000389,94.54887769999914,94.26421880000271,94.54887769999914,None,0,93.06318850000389,94.56401750000077,94.58048153000126,None,94.58390399999917,94.89727320001111,94.58390399999917,94.89727320001111,94.58390399999917,94.89727320001111,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,95.01348389999475,None,media/dinb.png,1,1,Symb,u,TR,1,0,1,1,0,2,0.21953266057690912,3,a,99,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.21395882999931,None,95.21475909999572,96.7141483000014,96.28024170000572,96.7141483000014,None,0,95.21475909999572,96.7141483000014,96.74736442999856,None,96.75080400001025,97.06426600000123,96.75080400001025,97.06426600000123,96.75080400001025,97.06426600000123,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,97.16373590001604,None,media/djnb.png,0,0,Symb,h,TR,1,0,2,1,0,2,0.13447567987412845,3,a,99,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.36398743000754,None,97.36497779999627,98.8636163000192,98.53096629999345,98.8636163000192,None,0,97.36497779999627,98.8803647000168,98.89682873001729,None,98.89947960001882,99.2136676000082,98.89947960001882,99.2136676000082,98.89947960001882,99.2136676000082,,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,99.3142274999991,None,media/dcnb.png,7,3,Symb,l,TR,1,0,3,1,0,2,0.35688846666998864,3,h,1.150272099999711,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.51348542999185,None,99.51346740001463,100.99807940001483,100.44680229999358,100.99807940001483,h,0,99.51346740001463,None,101.03100746001581,None,101.03349140001228,101.34825090001686,101.03349140001228,101.34825090001686,101.03349140001228,101.34825090001686,1.150272099999711,3,3,2020_Dec_16_0015,Prep_vs_Init,2020.1.3,60.35134136381949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.46404650001205,None,media/ddnb.png,5,1,Symb,u,TR,1,0,4,1,0,2,0.7618151238421618,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
